date,code,open,high,low,close,preclose,volume,amount,pctChg,pred_close,pred_pctChg
2018-08-24,sh.000001,2717.0810,2748.8240,2705.3230,2729.4300,2724.6240,10051627008,102665801728.0000,0.176400,2780.8990,1.885700
2018-08-27,sh.000001,2736.3180,2780.8990,2736.3180,2780.8990,2729.4300,13276257792,141429678080.0000,1.885700,2777.9800,-0.105000
2018-08-28,sh.000001,2782.2920,2791.3890,2769.4010,2777.9800,2780.8990,11874936832,125118578688.0000,-0.105000,2769.2940,-0.312700
2018-08-29,sh.000001,2774.8640,2778.5390,2762.3500,2769.2940,2777.9800,10015692800,101220663296.0000,-0.312700,2737.7360,-1.139600
2018-08-30,sh.000001,2769.3320,2780.5270,2736.3460,2737.7360,2769.2940,10606094336,106400403456.0000,-1.139600,2725.2490,-0.456100
2018-08-31,sh.000001,2730.1130,2744.6310,2710.5360,2725.2490,2737.7360,10975874304,114813353984.0000,-0.456100,2720.7340,-0.165700
2018-09-03,sh.000001,2716.4030,2722.8520,2692.3640,2720.7340,2725.2490,10221300992,104817688576.0000,-0.165700,2750.5800,1.097000
2018-09-04,sh.000001,2720.6470,2756.6070,2712.3760,2750.5800,2720.7340,10901030656,113708888064.0000,1.097000,2704.3360,-1.681300
2018-09-05,sh.000001,2741.3800,2745.4670,2704.3360,2704.3360,2750.5800,10500226816,107269447680.0000,-1.681300,2691.5920,-0.471200
2018-09-06,sh.000001,2697.5770,2719.4050,2683.7440,2691.5920,2704.3360,9901783296,106266079232.0000,-0.471200,2702.3000,0.397800
2018-09-07,sh.000001,2696.6770,2728.5460,2683.7190,2702.3000,2691.5920,10752329216,113840070656.0000,0.397800,2669.4840,-1.214400
2018-09-10,sh.000001,2698.0100,2703.4280,2667.3160,2669.4840,2702.3000,10355917056,102860718080.0000,-1.214400,2664.7990,-0.175500
2018-09-11,sh.000001,2668.4870,2680.5720,2652.7040,2664.7990,2669.4840,9986594560,96884580352.0000,-0.175500,2656.1100,-0.326100
2018-09-12,sh.000001,2659.7440,2672.0730,2647.1700,2656.1100,2664.7990,9002675712,93448204288.0000,-0.326100,2686.5780,1.147100
2018-09-13,sh.000001,2679.2070,2689.0620,2653.1890,2686.5780,2656.1100,10733501440,112464142336.0000,1.147100,2681.6430,-0.183700
2018-09-14,sh.000001,2688.7780,2694.9200,2675.2890,2681.6430,2686.5780,10000500736,104992358400.0000,-0.183700,2651.7880,-1.113300
2018-09-17,sh.000001,2671.2900,2671.2900,2647.9150,2651.7880,2681.6430,8823888896,86962597888.0000,-1.113300,2699.9500,1.816200
2018-09-18,sh.000001,2644.2960,2700.1930,2644.2960,2699.9500,2651.7880,11576799232,113031888896.0000,1.816200,2730.8500,1.144500
2018-09-19,sh.000001,2694.7990,2746.0790,2690.9940,2730.8500,2699.9500,14155031808,140107010048.0000,1.144500,2729.2430,-0.058900
2018-09-20,sh.000001,2732.1690,2743.9640,2724.0830,2729.2430,2730.8500,11138746368,104875868160.0000,-0.058900,2797.4840,2.500400
2018-09-21,sh.000001,2733.8740,2797.4850,2722.0310,2797.4840,2729.2430,15801664256,148976357376.0000,2.500400,2781.1380,-0.584300
2018-09-25,sh.000001,2775.0660,2790.0320,2771.1590,2781.1380,2797.4840,11198317824,108528046080.0000,-0.584300,2806.8130,0.923200
2018-09-26,sh.000001,2785.3160,2827.3410,2783.3410,2806.8130,2781.1380,13956770560,145058770944.0000,0.923200,2791.7740,-0.535800
2018-09-27,sh.000001,2805.7930,2810.5060,2786.3210,2791.7740,2806.8130,12399769600,123447709696.0000,-0.535800,2821.3500,1.059400
2018-09-28,sh.000001,2794.2640,2821.7550,2791.8360,2821.3500,2791.7740,13429045504,125369991168.0000,1.059400,2716.5100,-3.716000
2018-10-08,sh.000001,2768.2070,2771.9380,2710.1780,2716.5100,2821.3500,14950138880,141531553792.0000,-3.716000,2721.0130,0.165800
2018-10-09,sh.000001,2713.7310,2734.3140,2711.1970,2721.0130,2716.5100,11677189888,110292459520.0000,0.165800,2725.8360,0.177300
2018-10-10,sh.000001,2723.7240,2743.5480,2703.0620,2725.8360,2721.0130,11348573696,111312453632.0000,0.177300,2583.4570,-5.223300
2018-10-11,sh.000001,2643.0740,2661.2850,2560.3160,2583.4570,2725.8360,19715070208,170057760768.0000,-5.223300,2606.9120,0.907900
2018-10-12,sh.000001,2574.0410,2615.9160,2536.6650,2606.9120,2583.4570,17008163584,142803210240.0000,0.907900,2568.0980,-1.488900
2018-10-15,sh.000001,2605.9120,2611.9680,2564.7370,2568.0980,2606.9120,11857619712,105214738432.0000,-1.488900,2546.3290,-0.847700
2018-10-16,sh.000001,2567.7640,2597.7150,2536.4410,2546.3290,2568.0980,11941914368,106792247296.0000,-0.847700,2561.6140,0.600300
